brand,model,primary_camera,secondary_camera,WLAN,bluetooth,sensors,colors,internal_memory,release_status,release_year,release_month/quarter,removable/non-removable,battery_type,battery_current,battery_unit,display_resolution,display_size,GPRS,EDGE,dimentions,SIM,CPU,Chipset,GPU,memory_card,RAM,GPS,OS
Sendo,S300,,,No,No,,4 - Midnight,,,,,,,,,,96 x 64 pixels| 5 lines,No,No,107 x 47 x 21 mm ,Mini-SIM,,,,No,,No,
Sendo,S300,,,No,No,, Ink Blue,,,,,,,,,,96 x 64 pixels| 5 lines,No,No,107 x 47 x 21 mm ,Mini-SIM,,,,No,,No,
Sendo,S300,,,No,No,, Frosty Mint,,,,,,,,,,96 x 64 pixels| 5 lines,No,No,107 x 47 x 21 mm ,Mini-SIM,,,,No,,No,
Sendo,S300,,,No,No,, Pepper Red,,,,,,,,,,96 x 64 pixels| 5 lines,No,No,107 x 47 x 21 mm ,Mini-SIM,,,,No,,No,
Sendo,M550,,,No,No,,,,,,,,,,,,128 x 128 pixels,Class 8,No,82 x 45 x 20 mm| 68 cc ,Mini-SIM,,,,No,,No,
Sendo,Z100,,,No,No,,,,,,,,,,,2.2 inches| 35 x 44 mm ,176 x 220 pixels ,Yes,No,126 x 48 x 17 mm| 99 cc ,Mini-SIM,,,,MMC,,No,
Sendo,J530,,,No,No,,Translucent Blue,,,,,,,,,,96 x 64 pixels| 6 lines,No,No,107 x 49 x 18 mm ,Mini-SIM,,,,No,,No,
Sendo,J530,,,No,No,, Translucent Red,,,,,,,,,,96 x 64 pixels| 6 lines,No,No,107 x 49 x 18 mm ,Mini-SIM,,,,No,,No,
Sendo,J530,,,No,No,, Translucent Grey,,,,,,,,,,96 x 64 pixels| 6 lines,No,No,107 x 49 x 18 mm ,Mini-SIM,,,,No,,No,
Sendo,J520,,,No,No,,,,,,,,,,,,96 x 64 pixels| 6 lines,No,No,113 x 50 x 25 mm| 79 cc ,Mini-SIM,,,,No,,No,
Sendo,S230,,,No,No,,4 - Midnight,,,,,,,,,,96 x 64 pixels| 6 lines,No,No,115 x 50 x 24 mm ,Mini-SIM,,,,No,,No,
Sendo,S230,,,No,No,, Ink Blue,,,,,,,,,,96 x 64 pixels| 6 lines,No,No,115 x 50 x 24 mm ,Mini-SIM,,,,No,,No,
Sendo,S230,,,No,No,, Frosty Mint,,,,,,,,,,96 x 64 pixels| 6 lines,No,No,115 x 50 x 24 mm ,Mini-SIM,,,,No,,No,
Sendo,S230,,,No,No,, Pepper Red,,,,,,,,,,96 x 64 pixels| 6 lines,No,No,115 x 50 x 24 mm ,Mini-SIM,,,,No,,No,
Sendo,P200,,,No,No,,3 - Midnight Blue,,,,,,,,,,96 x 64 pixels| 6 lines,No,No,105 x 50 x 22 mm| 89 cc ,Mini-SIM,,,,No,,No,
Sendo,P200,,,No,No,, Ink Blue,,,,,,,,,,96 x 64 pixels| 6 lines,No,No,105 x 50 x 22 mm| 89 cc ,Mini-SIM,,,,No,,No,
Sendo,P200,,,No,No,, Forest Green,,,,,,,,,,96 x 64 pixels| 6 lines,No,No,105 x 50 x 22 mm| 89 cc ,Mini-SIM,,,,No,,No,
Sendo,S200,,,No,No,,4 - Midnight,,,,,,,,,,96 x 64 pixels| 6 lines,No,No,105 x 50 x 22 mm| 89 cc ,Mini-SIM,,,,No,,No,
Sendo,S200,,,No,No,, Ink Blue,,,,,,,,,,96 x 64 pixels| 6 lines,No,No,105 x 50 x 22 mm| 89 cc ,Mini-SIM,,,,No,,No,
Sendo,S200,,,No,No,, Frosty Mint and Pepper Red,,,,,,,,,,96 x 64 pixels| 6 lines,No,No,105 x 50 x 22 mm| 89 cc ,Mini-SIM,,,,No,,No,
Sendo,D800,,,No,No,,,,,,,,,,,,96 x 64 pixels| 6 lines,No,No,102 x 44 x 19 mm| 69 cc ,Mini-SIM,,,,No,,No,
Sewon,SRS-3300,VGA,No,No,No,,,,,,,,,,,,128 x 160 pixels,Yes,No,72 x 39 x 26.5 mm ,Mini-SIM,,,,No,,No,
Sewon,SRD-3000,VGA,No,No,No,,,,,,,,,,,,176 x 220 pixels,Yes,No,91 x 48 x 18 mm ,Mini-SIM,,,,No,,No,
Sewon,SRD-200,VGA,No,No,No,,,,,,,,,,,,128 x 128 pixels,Yes,No,87.5 x 47.5 x 21.7 mm ,Mini-SIM,,,,No,,No,
Sewon,SGD-1050,VGA,No,No,No,,,,,,,,,,,,128 x 128 pixels,No,No,82 x 44 x 21 mm ,Mini-SIM,,,,No,,No,
Sewon,SGD-1030,VGA,No,No,No,,,,,,,,,,,,128 x 128 pixels,No,No,82 x 44 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SGD-1020,VGA,No,No,No,,,,,,,,,,,,128 x 128 pixels,No,No,82 x 42.4 x 21 mm ,Mini-SIM,,,,No,,No,
Sewon,SGD-1010,VGA,No,No,No,,,,,,,,,,,,128 x 128 pixels,No,No,82 x 44 x 21 mm ,Mini-SIM,,,,No,,No,
Sewon,SGD-1000,VGA,No,No,No,,,,,,,,,,,,128 x 128 pixels,No,No,82 x 42 x 21 mm ,Mini-SIM,,,,No,,No,
Sewon,SGD-106,,,No,No,,,,,,,,,,,,128 x 128 pixels,No,No,72 x 40 x 23 mm ,Mini-SIM,,,,No,,No,
Sewon,SGD-105,,,No,No,,,,,,,,,,,,128 x 128 pixels,No,No,72 x 40 x 23 mm ,Mini-SIM,,,,No,,No,
Sewon,SGD-102,,,No,No,,,,,,,,,,,,128 x 128 pixels,No,No,72 x 40 x 23 mm ,Mini-SIM,,,,No,,No,
Sewon,SGD-101,,,No,No,,,,,,,,,,,,128 x 128 pixels,No,No,72 x 40 x 23 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2890CD,,,No,No,,,,,,,,,,,,128 x 128 pixels,No,No,72 x 40 x 23 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2300CD,,,No,No,,,,,,,,,,,,128 x 128 pixels,No,No,68 x 39 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2320CD,,,No,No,,,,,,,,,,,,128 x 128 pixels,No,No,68 x 39 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2200CD,,,No,No,,,,,,,,,,,,128 x 128 pixels,No,No,68 x 39 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2880CS,,,No,No,,Pearl White,,,,,,,,,,128 x 128 pixels,No,No,68 x 39 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2880CS,,,No,No,, Prime Gray Blue,,,,,,,,,,128 x 128 pixels,No,No,68 x 39 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2880CS,,,No,No,,  Oriental Gold,,,,,,,,,,128 x 128 pixels,No,No,68 x 39 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2100CS,,,No,No,,Pearl White,,,,,,,,,,128 x 128 pixels,No,No,68 x 39 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2100CS,,,No,No,, Prime Gray Blue,,,,,,,,,,128 x 128 pixels,No,No,68 x 39 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2100CS,,,No,No,,  Oriental Gold,,,,,,,,,,128 x 128 pixels,No,No,68 x 39 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2000CS,,,No,No,,Pearl White,,,,,,,,,,128 x 128 pixels,No,No,68 x 39 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2000CS,,,No,No,, Prime Gray Blue,,,,,,,,,,128 x 128 pixels,No,No,68 x 39 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2000CS,,,No,No,,  Oriental Gold,,,,,,,,,,128 x 128 pixels,No,No,68 x 39 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-P100,,,No,No,,,,,,,,,,,,101 x 80 pixels,Yes,No,88 x 44 x 21 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-5000,,,No,No,,Black,,,,,,,,,,128 x 128 pixels,No,No,82 x 45 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-4500,,,No,No,,Crystal White,,,,,,,,,,128 x 128 pixels,Yes,No,80 x 46 x 24 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-4500,,,No,No,, Gold,,,,,,,,,,128 x 128 pixels,Yes,No,80 x 46 x 24 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-4500,,,No,No,, Astral Blue,,,,,,,,,,128 x 128 pixels,Yes,No,80 x 46 x 24 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-4500,,,No,No,, Dark Blue,,,,,,,,,,128 x 128 pixels,Yes,No,80 x 46 x 24 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2200,,,No,No,,Crystal White,,,,,,,,,,128 x 128 pixels,No,No,68 x 39 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2200,,,No,No,, Gold,,,,,,,,,,128 x 128 pixels,No,No,68 x 39 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2200,,,No,No,, Astral Blue,,,,,,,,,,128 x 128 pixels,No,No,68 x 39 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2200,,,No,No,, Dark Blue,,,,,,,,,,128 x 128 pixels,No,No,68 x 39 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2000,,,No,No,,Pearl White,,,,,,,,,,128 x 128 pixels,No,No,68 x 39 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2000,,,No,No,, Prime Gray Blue,,,,,,,,,,128 x 128 pixels,No,No,68 x 39 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2000,,,No,No,, Metallic Silver,,,,,,,,,,128 x 128 pixels,No,No,68 x 39 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-2000,,,No,No,, Oriental Gold,,,,,,,,,,128 x 128 pixels,No,No,68 x 39 x 22 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-1000,,,No,No,,Metallic Silver,,,,,,,,,,112 x 48 pixels| 4 lines,No,No,88 x 44 x 25 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-1000,,,No,No,, Champaign Bronze,,,,,,,,,,112 x 48 pixels| 4 lines,No,No,88 x 44 x 25 mm ,Mini-SIM,,,,No,,No,
Sewon,SG-1000,,,No,No,, Metallic Champaign Gold,,,,,,,,,,112 x 48 pixels| 4 lines,No,No,88 x 44 x 25 mm ,Mini-SIM,,,,No,,No,
Sharp,GX18,VGA,No,No,2.0,,Crystal Black with Matt Silver,7 MB,,,,,,,,1.8 inches ,128 x 160 pixels ,Class 10,No,106 x 45 x 11.5 mm ,Mini-SIM,,,,No,,No,
Sharp,GX34,2 MP,No,No,2.0,,Black,9 MB,,,,,,,,1.9 inches ,176 x 220 pixels ,Class 10,No,93 x 44.6 x 21 mm ,Mini-SIM,,,,microSD (dedicated slot),,No,
Sharp,GX33,VGA,No,No,2.0,,Black,9 MB,,,,,,,,1.9 inches ,176 x 220 pixels ,Class 10,No,93 x 44.6 x 21 mm ,Mini-SIM,,,,No,,No,
Sharp,705SH,2 MP,CIF videocall camera,No,Yes,,Gold,,,,,,,,,2.2 inches| 33 x 45 mm ,240 x 320 pixels ,Class 10,No,101 x 50 x 17 mm ,Mini-SIM,,,,microSD (dedicated slot),,No,
Sharp,705SH,2 MP,CIF videocall camera,No,Yes,, Royal Black,,,,,,,,,2.2 inches| 33 x 45 mm ,240 x 320 pixels ,Class 10,No,101 x 50 x 17 mm ,Mini-SIM,,,,microSD (dedicated slot),,No,
Sharp,705SH,2 MP,CIF videocall camera,No,Yes,, Silky Pink,,,,,,,,,2.2 inches| 33 x 45 mm ,240 x 320 pixels ,Class 10,No,101 x 50 x 17 mm ,Mini-SIM,,,,microSD (dedicated slot),,No,
Sharp,550SH,1.3 MP,Videocall camera,No,1.1,,,20 MB,,,,,,,,2.0 inches| 30 x 40 mm ,240 x 320 pixels ,Class 10,No,111 x 47 x 18.5 mm ,Mini-SIM,,,,microSD (dedicated slot),,No,
Sharp,GX29,VGA,No,No,1.1,,Silver,2.1 MB,,,,,,,,2.0 inches| 30 x 40 mm ,240 x 320 pixels ,Class 10,No,93.8 x 46 x 20.3 mm ,Mini-SIM,,,,No,,No,
Sharp,703,1.3 MP,Videocall camera,No,1.1,,Black,8 MB,,,,,,,,2.0 inches| 30 x 40 mm ,240 x 320 pixels ,Class 10,No,99 x 47 x 23 mm ,Mini-SIM,,,,miniSD,,No,
Sharp,GX17,VGA,No,No,1.1,,,,,,,,,,,1.9 inches ,120 x 160 pixels ,Class 10,No,106 x 45.5 x 17.4 mm ,Mini-SIM,,,,No,,No,
Sharp,GX40,1.3 MP,No,No,1.1,,,,,,,,,,,,240 x 320 pixels| 2.0 inch,Class 10,No,93 x 46 x 22 mm ,Mini-SIM,,,,miniSD,,No,
Sharp,TM150,1 MP,No,No,No,,,6 MB,,,,,,,,2.2 inches| 33 x 45 mm ,240 x 320 pixels ,Class 10,No,93 x 43 x 25 mm ,Mini-SIM,,,,SD/MMC,,No,
Sharp,TM100,VGA,No,No,No,,,,,,,,,,,,240 x 320 pixels,Class 10,No,100 x 49 x 19 mm ,Mini-SIM,,,,No,,No,
Sharp,GX15/GZ100,VGA,No,No,1.1,,Silver,1.8 MB,,,,,,,,,120 x 160 pixels,Class 10,No,105 x 45 x 18 mm ,Mini-SIM,,,,No,,No,
Sharp,GX10i,CIF,No,No,No,,,,,,,,,,,,120 x 160 pixels,Class 10,No,94 x 49 x 27 mm ,Mini-SIM,,,,No,,No,
Sharp,GX10,CIF,No,No,No,,,,,,,,,,,,120 x 160 pixels,Class 10,No,94 x 49 x 27 mm ,Mini-SIM,,,,No,,No,
Sharp,GX1,CIF,No,No,No,,,,,,,,,,,,120 x 160 pixels,Class 10,No,133 x 46 x 23 mm ,Mini-SIM,,,,No,,No,
Siemens,AF51,,,No,No,,Panther Black,,,,,,,,,,130 x 130 pixels,Class 8,No,79 x 41 x 19.6 mm ,Mini-SIM,,,,No,,No,
Siemens,AF51,,,No,No,, Dolphin Grey,,,,,,,,,,130 x 130 pixels,Class 8,No,79 x 41 x 19.6 mm ,Mini-SIM,,,,No,,No,
Siemens,AP75,CIF,No,No,Yes,,Cosmic Grey,,,,,,,,,,128 x 128 pixels,Class 10,No,102 x 44 x 18 mm ,Mini-SIM,,,,No,,No,
Siemens,AX72,,,No,No,,Basalt Black,,,,,,,,,,128 x 128 pixels,Class 8,No,105.6 x 46.8 x 17.5 mm ,Mini-SIM,,,,No,,No,
Siemens,SG75,1.3 MP,CIF videocall camera,No,Yes,,Metallic White,70 MB,,,,,,,,2.0 inches| 30 x 40 mm ,176 x 220 pixels ,Class 10,No,98 x 49.5 x 23 mm| 104 cc ,Mini-SIM,,,,RS-MMC,,No,
Siemens,CC75,,,No,No,,Aluminium Silver,3 MB,,,,,,,,,128 x 160 pixels,Class 10,No,111 x 44 x 12.6 mm| 65 cc ,Mini-SIM,,,,No,,No,
Siemens,C72,VGA,No,No,No,,Liquid Silver,,,,,,,,,,128 x 128 pixels,Class 10,No,105 x 47 x 18 mm ,Mini-SIM,,,,No,,No,
Siemens,C75,VGA,No,No,No,,Palladium and Light Silver,10 MB,,,,,,,,,132 x 176 pixels| 9 lines,Class 10,No,103 x 44 x 17 mm ,Mini-SIM,,,,No,,No,
Siemens,SP65,,,No,1.2,,Steel black,,,,,,,,,2.1 inches| 32 x 42 mm ,132 x 176 pixels| 9 lines ,Class 10,No,109 x 48 x 18 mm| 85 cc ,Mini-SIM,,,,RS-MMC,,No,
Siemens,SP65,,,No,1.2,, Bordeaux,,,,,,,,,2.1 inches| 32 x 42 mm ,132 x 176 pixels| 9 lines ,Class 10,No,109 x 48 x 18 mm| 85 cc ,Mini-SIM,,,,RS-MMC,,No,
Siemens,A75,,,No,No,,2 - Atlantic Blue,,,,,,,,,,101 x 80 pixels,Class 8,No,101 x 44 x 20 mm ,Mini-SIM,,,,No,,No,
Siemens,A75,,,No,No,, Polar Silver,,,,,,,,,,101 x 80 pixels,Class 8,No,101 x 44 x 20 mm ,Mini-SIM,,,,No,,No,
Siemens,A70,,,No,No,,2 - Pebble,,,,,,,,,,101 x 64 pixels,,No,101 x 45 x 20 mm ,Mini-SIM,,,,No,,No,
Siemens,A70,,,No,No,, Palladium,,,,,,,,,,101 x 64 pixels,,No,101 x 45 x 20 mm ,Mini-SIM,,,,No,,No,
Siemens,CX70 Emoty,VGA,No,No,No,,Bluewater,9.5 MB,,,,,,,,,132 x 176 pixels| 9 lines,Class 10,No,115 x 56 x 24 mm ,Mini-SIM,,,,No,,No,
Siemens,CX70,VGA,No,No,No,,,9.5 MB,,,,,,,,,132 x 176 pixels| 9 lines,Class 10,No,108 x 46 x 18 mm ,Mini-SIM,,,,No,,No,
Siemens,SX66,,,Wi-Fi 802.11b,Yes,,Silver,,,,,,,,,3.5 inches| 53 x 71 mm ,240 x 320 pixels ,Class 10,No,125 x 71 x 18 mm ,Mini-SIM,Intel Xscale PXA272 520 MHz,,,SDIO/MMC,128 MB RAM,No,Microsoft Windows Mobile 2003 SE PocketPC
Siemens,SK65,,,No,1.2,,Black Silver,64 MB,,,,,,,,,132 x 176 pixels,Class 10,No,120 x 47 x 22 mm| 115 cc ,Mini-SIM,,,,No,,No,
Siemens,A65,,,No,No,,Sparkling Silver and Mystery Silver,1.5 MB,,,,,,,,,101 x 80 pixels,Class 8,No,101 x 45 x 19 mm| 72 cc ,Mini-SIM,,,,No,,No,
Siemens,A62,,,No,No,,Denim Blue and Mystic Purple,,,,,,,,,,101 x 80 pixels,Class 8,No,101 x 45 x 19 mm| 72 cc ,Mini-SIM,,,,No,,No,
Siemens,A51,,,No,No,,Urban Grey,,,,,,,,,,101 x 64 pixels| 5 lines,,No,103 x 46 x 21 mm| 75 cc ,Mini-SIM,,,,No,,No,
Siemens,S65,1.3 MP,No,No,1.2,,Steel Black,11 MB,,,,,,,,2.1 inches| 32 x 42 mm ,132 x 176 pixels| 9 lines ,Class 10,No,109 x 48 x 18 mm| 85 cc ,Mini-SIM,,,,RS-MMC  32 MB included,,No,
Siemens,M65,VGA,No,No,No,,Cool Gray,11 MB,,,,,,,,,132 x 176 pixels| 9 lines,Class 10,No,109 x 49 x 19 mm| 89 cc ,Mini-SIM,,,,No,,No,
Siemens,C65,CIF,No,No,No,,Blue Shadow,10 MB,,,,,,,,,130 x 130 pixels,Class 10,No,105 x 45 x 16 mm| 76 cc ,Mini-SIM,,,,No,,No,
Siemens,CXT65,VGA,No,No,No,,Cool Silver,11 MB,,,,,,,,,132 x 176 pixels| 9 lines,Class 10,No,108 x 46 x 18 mm ,Mini-SIM,,,,No,,No,
Siemens,CX65,VGA,No,No,No,,Cool Silver,11 MB,,,,,,,,2.1 inches ,132 x 176 pixels| 9 lines ,Class 10,No,108 x 46 x 18 mm ,Mini-SIM,,,,No,,No,
Siemens,CF62,,,No,No,,2 - Cool Grey,,,,,,,,,,130 x 130 pixels,Class 10,No,82 x 45 x 22 mm| 78 cc ,Mini-SIM,,,,No,,No,
Siemens,CF62,,,No,No,, Cool Cashmere,,,,,,,,,,130 x 130 pixels,Class 10,No,82 x 45 x 22 mm| 78 cc ,Mini-SIM,,,,No,,No,
Siemens,A57,,,No,No,,Cassis,,,,,,,,,,101 x 64 pixels| 5 lines,No,No,103 x 46 x 21.5 mm| 75 cc ,Mini-SIM,,,,No,,No,
Siemens,A57,,,No,No,, Pebble,,,,,,,,,,101 x 64 pixels| 5 lines,No,No,103 x 46 x 21.5 mm| 75 cc ,Mini-SIM,,,,No,,No,
Siemens,PenPhone,,,No,No,,,,,,,,,,,,,,No,140 x 25 x 19 mm ,Mini-SIM,,,,No,,No,
Siemens,ST60,VGA,No,No,No,,,5 MB,,,,,,,,,120 x 160 pixels,Class 10,No,99 x 49 x 22 mm| 76 cc ,Mini-SIM,,,,No,,No,
Siemens,CL55,,,No,No,,3 - Silver,,,,,,,,,,128 x 160 pixels,Class 8,No,83 x 41 x 22 mm ,Mini-SIM,,,,No,,No,
Siemens,CL55,,,No,No,, Red,,,,,,,,,,128 x 160 pixels,Class 8,No,83 x 41 x 22 mm ,Mini-SIM,,,,No,,No,
Siemens,CL55,,,No,No,, Blue,,,,,,,,,,128 x 160 pixels,Class 8,No,83 x 41 x 22 mm ,Mini-SIM,,,,No,,No,
Siemens,Xelibri 8,,,No,No,,Diamond pink and Silver glam,,,,,,,,,,101 x 80 pixels,No,No,91 x 56 x 23 mm ,Mini-SIM,,,,No,,No,
Siemens,Xelibri 7,,,No,No,,Copper Polished and Midnight Blue,,,,,,,,,,101 x 80 pixels,No,No,105 x 46 x 26 mm ,Mini-SIM,,,,No,,No,
Siemens,Xelibri 6,,,No,No,,Platinum Blush and Sheer Bronze,,,,,,,,,,101 x 80 pixels,No,No,84 x 75 x 26 mm| 101 cc ,Mini-SIM,,,,No,,No,
Siemens,Xelibri 5,,,No,No,,Ultra Blue and Mercury,,,,,,,,,,101 x 80 pixels| 5 lines,No,No,87 x 52 x 17 mm| 58 cc ,Mini-SIM,,,,No,,No,
Siemens,U15,2 cameras VGA,Yes,No,Yes,,,,,,,,,,,,176 x 220 pixels,Class 8,No,136 x 53 x 24 mm| 140 cc ,Mini-SIM,,,,No,,No,
Siemens,A60,,,No,No,,Stone,550 KB,,,,,,,,,101 x 80 pixels| 7 lines,Class 8,No,110 x 47 x 23 mm| 91 cc ,Mini-SIM,,,,No,,No,
Siemens,SX1,VGA,No,No,1.1,,Ice blue,16 MB,,,,,,,,2.2 inches| 35 x 44 mm ,176 x 220 pixels ,Class 10,No,109 x 56 x 19 mm| 110 cc ,Mini-SIM,120 MHz ARM9,TI OMAP 310,,MMC,,No,Symbian 6.1
Siemens,SX1,VGA,No,No,1.1,,Ice blue,16 MB,,,,,,,,2.2 inches| 35 x 44 mm ,176 x 220 pixels ,Class 10,No,109 x 56 x 19 mm| 110 cc ,Mini-SIM,120 MHz ARM9,TI OMAP 310,,MMC,,No, Series 60 v1.0 UI
Siemens,ST55,VGA,No,No,No,,,,,,,,,,,,120 x 160 pixels| 7 lines,Class 10,No,99 x 47 x 22 mm ,Mini-SIM,,,,No,,No,
Siemens,Xelibri 1,,,No,No,,,,,,,,,,,,101 x 64 pixels,No,No,101 x 46 x 19 mm| 72 cc ,Mini-SIM,,,,No,,No,
Siemens,Xelibri 2,,,No,No,,,,,,,,,,,,101 x 65 pixels| 5 lines,No,No,99 x 56 x 20 mm| 78 cc ,Mini-SIM,,,,No,,No,
Siemens,Xelibri 3,,,No,No,,,,,,,,,,,,101 x 56 pixels| 5 lines,No,No,74 x 43 x 20 mm| 48 cc ,Mini-SIM,,,,No,,No,
Siemens,Xelibri 4,,,No,No,,,,,,,,,,,,101 x 65 pixels| 5 lines,No,No,99 x 53 x 19 mm| 70 cc ,Mini-SIM,,,,No,,No,
Siemens,U10,VGA,No,No,Yes,,Titanium,2 MB,,,,,,,,,176 x 220 pixels,Class 8,No,154 x 55 x 29 mm| 173 cc ,Mini-SIM,,,,MMC/SD  32 MB SD included,,No,
Siemens,A52,,,No,No,,Beige,,,,,,,,,,101 x 64 pixels| 5 lines,No,No,104 x 46 x 21 mm| 75 cc ,Mini-SIM,,,,No,,No,
Siemens,A52,,,No,No,, Black,,,,,,,,,,101 x 64 pixels| 5 lines,No,No,104 x 46 x 21 mm| 75 cc ,Mini-SIM,,,,No,,No,
Siemens,M55,,,No,No,,,1.8 MB,,,,,,,,,101 x 80 pixels| 7 lines,Class 8,No,101 x 46 x 21 mm ,Mini-SIM,,,,No,,No,
Siemens,A55,,,No,No,,4,120 KB,,,,,,,,,101 x 64 pixels| 5 lines,No,No,101 x 44 x 21 mm| 84 cc ,Mini-SIM,,,,No,,No,
Siemens,SL55,,,No,No,,,1.6 MB,,,,,,,,,101 x 80 pixels,Class 8,No,82 x 45 x 22 mm| 63 cc ,Mini-SIM,,,,No,,No,
Siemens,S55,,,No,1.1,,,400 KB,,,,,,,,,101 x 80 pixels| 7 lines,Class 10,No,101 x 42 x 18 mm| 69 cc ,Mini-SIM,,,,No,,No,
Siemens,CL50,,,No,No,,2 - Champagne,,,,,,,,,,112 x 64 pixels,No,No,73 x 39 x 22 mm| 59 cc ,Mini-SIM,,,,No,,No,
Siemens,CL50,,,No,No,, Pearl white,,,,,,,,,,112 x 64 pixels,No,No,73 x 39 x 22 mm| 59 cc ,Mini-SIM,,,,No,,No,
Siemens,C55,,,No,No,,3 - aqua,,,,,,,,,,101 x 64 pixels| 5 lines,Class 8,No,101 x 44 x 21 mm| 69 cc ,Mini-SIM,,,,No,,No,
Siemens,C55,,,No,No,, champagne,,,,,,,,,,101 x 64 pixels| 5 lines,Class 8,No,101 x 44 x 21 mm| 69 cc ,Mini-SIM,,,,No,,No,
Siemens,C55,,,No,No,, bordeaux,,,,,,,,,,101 x 64 pixels| 5 lines,Class 8,No,101 x 44 x 21 mm| 69 cc ,Mini-SIM,,,,No,,No,
Siemens,A50,,,No,No,,2 blueberry,,,,,,,,,,101 x 64 pixels| 5 lines,No,No,109 x 46 x 23 mm| 84 cc ,Mini-SIM,,,,No,,No,
Siemens,A50,,,No,No,, vanilla,,,,,,,,,,101 x 64 pixels| 5 lines,No,No,109 x 46 x 23 mm| 84 cc ,Mini-SIM,,,,No,,No,
Siemens,M50,,,No,No,,2 - chromium blue,,,,,,,,,,101 x 64 pixels| 5 lines,Class 8,No,109 x 46 x 23 mm| 82 cc ,Mini-SIM,,,,No,,No,
Siemens,M50,,,No,No,, chromium orange,,,,,,,,,,101 x 64 pixels| 5 lines,Class 8,No,109 x 46 x 23 mm| 82 cc ,Mini-SIM,,,,No,,No,
Siemens,S45i,,,No,No,,2 - Titan Silver and Royal Champagne,,,,,,,,,,101 x 80 pixels| 7 lines,Class 8,No,109 x 46 x 20 mm| 69 cc ,Mini-SIM,,,,No,,No,
Siemens,SX45,,,No,No,,,32 MB,,,,,,,,,240 x 320 pixels,No,No,134 x 87 x 26 mm| 309 cc ,Mini-SIM,64-bit NEC VR4122 150 MHz,,,No,,No,Microsoft Windows CE 3.0 for PocketPC
Siemens,SL45i,,,No,No,,,,,,,,,,,1.5 inches| 24 x 29 mm ,101 x 80 pixels| 7 lines ,No,No,105 x 46 x 17 mm| 69 cc ,Mini-SIM,,,,MMC  32 MB included,,No,
Siemens,SL42,,,No,No,,,,,,,,,,,1.5 inches| 24 x 29 mm ,101 x 80 pixels| 7 lines ,No,No,105 x 46 x 17 mm| 69 cc ,Mini-SIM,,,,MMC  16 MB included,,No,
Siemens,ME45,,,No,No,,2 - Pebble Grey and Safari Grey,,,,,,,,,,101 x 80 pixels| 7 lines,Class 8,No,109 x 46 x 21 mm| 76 cc ,Mini-SIM,,,,No,,No,
Siemens,S45,,,No,No,,2 - diamond silver,,,,,,,,,,101 x 80 pixels| 7 lines,Class 8,No,109 x 46 x 20 mm| 69 cc ,Mini-SIM,,,,No,,No,
Siemens,S45,,,No,No,, sapphire blue,,,,,,,,,,101 x 80 pixels| 7 lines,Class 8,No,109 x 46 x 20 mm| 69 cc ,Mini-SIM,,,,No,,No,
Siemens,C45,,,No,No,,2 - Oriental Blue and African Grey,,,,,,,,,,101 x 64 pixels| 5 lines,No,No,109 x 46 x 23 mm| 82 cc ,Mini-SIM,,,,No,,No,
Siemens,SL45,,,No,No,,,,,,,,,,,1.5 inches| 24 x 29 mm ,101 x 80 pixels| 7 lines ,No,No,105 x 46 x 17 mm| 69 cc ,Mini-SIM,,,,MMC  32 MB included,,No,
Siemens,S40,,,No,No,,Silver only,,,,,,,,,,6 lines,No,No,112 x 44 x 22 mm| 85 cc ,Mini-SIM,,,,No,,No,
